 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,110025021,14,18,8306,654,4117,6,593.2857143,1492.854232,309,0,36.33333333,99.23708984,81.43602172,0.290842935,3549194.226,4828179.288,10000000,3,110000000,8460765.231,3713985.871,10000000,94688,110000000,6470001.706,4925080.83,10000000,3,0,0,0,0,280,480,0.127243784,0.163599151,0,4117,271.6969697,994.5945934,989218.4053,0,0,0,0,1,0,0,0,1,280.1875,593.2857143,36.33333333,280,0,0,0,0,0,0,14,8306,18,654,64240,51100,13,20,45891.09091,24169.73037,94865,34889,9953195.091,95738.74984,10000000,9747092,0
80,115858547,16,16,449,1918,365,0,28.0625,89.86246436,1430,0,119.875,367.7734583,20.43008532,0.276198872,3737372.484,4817057.948,10000000,1,116000000,7723903.133,4157532.229,10000000,213,110000000,7366511.6,4589495.734,10100000,1,0,0,0,0,332,464,0.138099436,0.138099436,0,1430,71.72727273,263.5532765,69460.32955,0,0,0,1,0,0,0,0,1,73.96875,28.0625,119.875,332,0,0,0,0,0,0,16,449,16,1918,8192,343,15,20,41761.0,16655.4177,91978,36560,10000000.0,7219.042921,10000000,10000000,0
80,112484249,41,58,10813,62094,2598,0,263.7317073,694.8899202,4380,0,1070.586207,967.9030696,648.1529694,0.880123225,1147798.459,3165020.355,10000000,1,112000000,2811726.325,4493096.522,10000000,239,112000000,1973142.807,3969894.426,10000000,2,0,0,0,0,832,1304,0.364495477,0.515627748,0,4380,729.07,947.5590998,897868.2476,0,0,0,1,0,0,0,0,1,736.4343434,263.7317073,1070.586207,832,0,0,0,0,0,0,41,10813,58,62094,8192,103,40,20,225156.8182,607061.5314,2036782,14990,9999302.545,4392.240985,10000000,9994423,0
53,83242,2,2,76,206,38,38,38.0,0.0,103,103,103.0,0.0,3387.712933,48.05266572,27747.33333,48054.59496,83236,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,24.02633286,24.02633286,38,103,64.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,80.0,38.0,103.0,64,0,0,0,0,0,0,2,76,2,206,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,60959,1,1,58,288,58,58,58.0,0.0,288,288,288.0,0.0,5675.946128,32.80893715,60959.0,0.0,60959,60959,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.40446858,16.40446858,58,288,134.6666667,132.7905619,17633.33333,0,0,0,0,0,0,0,0,1,202.0,58.0,288.0,20,0,0,0,0,0,0,1,58,1,288,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
389,1,2,0,7,0,7,0,3.5,4.949747468,0,0,0.0,0.0,7000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,7,4.666666667,4.041451884,16.33333333,0,1,0,0,1,0,0,0,0,7.0,3.5,0.0,64,0,0,0,0,0,0,2,7,0,0,237,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
57778,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,7750000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,31,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,63428879,7,2,176,82,45,6,25.14285714,18.39772243,41,41,41.0,0.0,4.067547844,0.141891204,7928609.875,20300000.0,58100000,31,63400000,10600000.0,23400000.0,58100000,37,58100000,58100000.0,0.0,58100000,58100000,1,0,0,0,140,40,0.110359825,0.031531379,6,45,29.9,16.86185702,284.3222222,0,1,0,0,1,0,0,0,0,33.22222222,25.14285714,41.0,140,0,0,0,0,0,0,7,176,2,82,1379,36,6,20,15468.5,516.895057,15834,15103,31700000.0,37300000.0,58100000,5329886,0
35864,89,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22471.91011,89.0,0.0,89,89,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11235.95506,11235.95506,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,118,301,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,5180480,9,5,347,4229,190,0,38.55555556,70.31911389,2896,0,845.8,1228.018404,883.3158317,2.702452282,398498.4615,1313772.991,4767882,41,5180480,647560.0,1666265.2,4767882,49,255884,63971.0,68752.53319,133091,190,0,0,0,0,296,168,1.737290753,0.965161529,0,2896,305.0666667,768.3914987,590425.4952,0,0,0,1,0,0,0,0,0,326.8571429,38.55555556,845.8,296,0,0,0,0,0,0,9,347,5,4229,29200,31,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,5281697,8,6,391,3716,210,0,48.875,77.43280497,1460,0,619.3333333,679.9090135,777.5909902,2.650663224,406284.3846,1427116.321,5155749,3,5281697,754528.1429,1940919.762,5155749,3,53450,10690.0,13477.63883,28043,48,0,0,0,0,172,132,1.5146647,1.135998525,0,1460,273.8,503.5168035,253529.1714,0,0,0,1,0,0,0,0,0,293.3571429,48.875,619.3333333,172,0,0,0,0,0,0,8,391,6,3716,8192,119,7,20,125945.0,0.0,125945,125945,5155749.0,0.0,5155749,5155749,0
443,193131,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,20110.70206,62.13399195,17557.36364,33960.02214,85809,49,193131,32188.5,42926.18168,88618,147,93235,23308.75,44797.99784,90485,49,0,0,0,0,152,112,36.24482864,25.88916331,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,51775,3,4,441,870,435,0,147.0,249.4333578,858,0,217.5,427.0093676,25321.10092,135.2003863,8629.166667,11499.95474,23342,1,28079,14039.5,13066.62621,23279,4800,28537,9512.333333,16170.22948,28183,1,0,0,0,0,72,92,57.94302269,77.25736359,0,858,163.875,318.6258161,101522.4107,0,0,0,1,0,0,0,0,1,187.2857143,147.0,217.5,72,0,0,0,0,0,0,3,441,4,870,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23471,1,1,69,85,69,69,69.0,0.0,85,85,85.0,0.0,6561.288398,85.21153764,23471.0,0.0,23471,23471,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.60576882,42.60576882,69,85,74.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,111.5,69.0,85.0,32,0,0,0,0,0,0,1,69,1,85,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
34640,56,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17857.14286,17857.14286,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23306,1,1,53,119,53,53,53.0,0.0,119,119,119.0,0.0,7380.073801,85.81481164,23306.0,0.0,23306,23306,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.90740582,42.90740582,53,119,75.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,112.5,53.0,119.0,32,0,0,0,0,0,0,1,53,1,119,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,51175,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,3126.526624,78.16316561,17058.33333,29538.97182,51167,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,39.0815828,39.0815828,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,143,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,1174825.175,27972.02797,47.66666667,75.63288526,135,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,13986.01399,13986.01399,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,40,0,0,0,0,0,0,2,68,2,100,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,48011,1,1,82,160,82,82,82.0,0.0,160,160,160.0,0.0,5040.511549,41.65712024,48011.0,0.0,48011,48011,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.82856012,20.82856012,82,160,108.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,162.0,82.0,160.0,32,0,0,0,0,0,0,1,82,1,160,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,48123,4,2,180,212,45,45,45.0,0.0,106,106,106.0,0.0,8145.793072,124.6805062,9624.6,13861.82182,30153,3,30160,10053.33333,17406.82195,30153,3,3,3.0,0.0,3,3,0,0,0,0,128,64,83.12033747,41.56016873,45,106,62.42857143,29.76495222,885.952381,0,0,0,0,0,0,0,0,0,72.83333333,45.0,106.0,128,0,0,0,0,0,0,4,180,2,212,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0
5578,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,123,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,59756,1,1,49,105,49,49,49.0,0.0,105,105,105.0,0.0,2577.147065,33.4694424,59756.0,0.0,59756,59756,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.7347212,16.7347212,49,105,67.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,101.5,49.0,105.0,32,0,0,0,0,0,0,1,49,1,105,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
60649,237,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12658.22785,118.5,164.75588,235,2,0,0.0,0.0,0,0,2,2.0,0.0,2,2,0,0,0,0,32,64,4219.409283,8438.818565,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,395,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
3910,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,360,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
48734,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,110,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,16989602,12,8,1315,3245,693,0,109.5833333,211.143406,1460,0,405.625,593.8968014,268.3994599,1.177190613,894189.5789,2571701.688,9997350,4,17000000,1544509.273,3304342.875,9997350,4,11000000,1578477.857,3760983.22,10100000,242,0,0,0,0,260,172,0.706314368,0.470876245,0,1460,217.1428571,414.0999017,171478.7286,0,0,0,1,0,0,0,0,0,228.0,109.5833333,405.625,260,0,0,0,0,0,0,12,1315,8,3245,29200,10240,11,20,576995.5,671968.5239,1052149,101842,7917803.5,2940922.864,9997350,5838257,0
53,212,2,2,68,182,34,34,34.0,0.0,91,91,91.0,0.0,1179245.283,18867.92453,70.66666667,40.12895879,117,47,47,47.0,0.0,47,47,48,48.0,0.0,48,48,0,0,0,0,64,64,9433.962264,9433.962264,34,91,56.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,71.0,34.0,91.0,64,0,0,0,0,0,0,2,68,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
51423,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,16853,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,118.6732333,16853.0,0.0,16853,16853,16853,16853.0,0.0,16853,16853,0,0.0,0.0,0,0,0,0,0,0,64,0,118.6732333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,264,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
52186,77,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,16384,332,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,10326566,7,7,1499,1868,913,0,214.1428571,361.1479053,1676,2,266.8571429,623.3566204,326.0522423,1.355726579,794351.2308,2765679.946,9996873,49,10300000,1720639.167,4055662.3,9996873,522,10300000,1715751.0,4059172.042,9999737,49,0,0,0,0,152,144,0.67786329,0.67786329,0,1676,224.4666667,476.4240108,226979.8381,0,0,0,1,0,0,0,0,1,240.5,214.1428571,266.8571429,152,0,0,0,0,0,0,7,1499,7,1868,8192,31955,6,20,326962.0,0.0,326962,326962,9996873.0,0.0,9996873,9996873,0
80,230044,4,4,892,882,880,0,223.0,438.0091323,868,2,220.5,431.6707851,7711.568222,34.7759559,32863.42857,36962.29036,107564,61,206205,68735.0,42212.08598,107564,23804,206301,68767.0,65612.88527,131888,918,0,0,0,0,92,84,17.38797795,17.38797795,0,880,197.1111111,383.7800296,147287.1111,0,0,0,1,0,0,0,0,1,221.75,223.0,220.5,92,0,0,0,0,0,0,4,892,4,882,8192,8190,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,94400,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.18644068,94400.0,0.0,94400,94400,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.59322034,10.59322034,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,513,143,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,185,2,2,90,166,45,45,45.0,0.0,83,83,83.0,0.0,1383783.784,21621.62162,61.66666667,65.57692684,133,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,10810.81081,10810.81081,45,83,60.2,20.81345719,433.2,0,0,0,0,0,0,0,0,1,75.25,45.0,83.0,64,0,0,0,0,0,0,2,90,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5193729,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.310478656,0.770159552,1731243.0,2966469.06,5156560,111,5193729,2596864.5,3619956.092,5156560,37169,0,0.0,0.0,0,0,0,0,0,0,72,32,0.577619664,0.192539888,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,42780,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,64259,2,2,64,276,32,32,32.0,0.0,138,138,138.0,0.0,5291.08763,62.24808976,21419.66667,37094.7548,64253,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,31.12404488,31.12404488,32,138,74.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,93.0,32.0,138.0,64,0,0,0,0,0,0,2,64,2,276,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,181623,10,7,558,3941,201,0,55.8,72.80384605,1430,0,563.0,639.5352479,24771.09177,93.60048012,11351.4375,16626.67325,42921,1,181623,20180.33333,21550.26148,52073,3,101598,16933.0,21362.97111,49309,1,0,0,0,0,212,152,55.05910595,38.54137417,0,1430,249.9444444,461.911307,213362.0556,0,0,0,1,0,0,0,0,0,264.6470588,55.8,563.0,212,0,0,0,0,0,0,10,558,7,3941,8192,343,9,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,50145,1,1,54,118,54,54,54.0,0.0,118,118,118.0,0.0,3430.052847,39.88433543,50145.0,0.0,50145,50145,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,19.94216771,19.94216771,54,118,75.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,113.0,54.0,118.0,40,0,0,0,0,0,0,1,54,1,118,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0
51615,15,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,66666.66667,66666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,114,338,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,125774,8,11,546,4131,193,0,68.25,79.86908932,1410,0,375.5454545,567.147664,37185.74586,151.0646079,6987.444444,10193.69539,24457,1,103363,14766.14286,11302.18027,24852,3,103723,10372.3,16967.9574,46666,1,0,0,0,0,172,232,63.60615071,87.45845723,0,1410,233.85,444.6254811,197691.8184,0,0,0,1,0,0,0,0,1,246.1578947,68.25,375.5454545,172,0,0,0,0,0,0,8,546,11,4131,8192,119,7,20,0.0,0.0,0,0,0.0,0.0,0,0,0
